"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"18",3.3682578019038,5.27354126772659,3.3682578019038,2.17666389902929,3.3682578019038,4.27199038727948,4.27199038727948,3.3682578019038,4.27199038727948,3.3682578019038,3.3682578019038,3.3682578019038,4.27199038727948,4.27199038727948,3.3682578019038,4.27199038727948,4.27199038727948,2.17666389902929,4.27199038727948,4.27199038727948,3.3682578019038
"19",2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948,1,5.27354126772659,2.17666389902929,3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,3.3682578019038,4.27199038727948,3.3682578019038,2.17666389902929,4.27199038727948,1,1,1,2.17666389902929
"20",5.27354126772659,5.27354126772659,5.27354126772659,3.3682578019038,5.27354126772659,3.3682578019038,6,2.17666389902929,5.27354126772659,4.27199038727948,1,3.3682578019038,4.27199038727948,3.3682578019038,5.27354126772659,5.27354126772659,5.27354126772659,4.27199038727948,3.3682578019038,5.27354126772659,4.27199038727948
"21",2.17666389902929,4.27199038727948,3.3682578019038,2.17666389902929,4.27199038727948,3.3682578019038,5.27354126772659,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,4.27199038727948,3.3682578019038,3.3682578019038
"22",2.17666389902929,3.3682578019038,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,6,4.27199038727948,6,4.27199038727948,3.3682578019038,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,5.27354126772659,5.27354126772659,4.27199038727948,5.27354126772659,5.27354126772659,4.27199038727948
"23",1,5.27354126772659,1,3.3682578019038,1,2.17666389902929,5.27354126772659,1,1,4.27199038727948,1,1,5.27354126772659,1,5.27354126772659,3.3682578019038,5.27354126772659,1,2.17666389902929,3.3682578019038,1
"24",3.3682578019038,5.27354126772659,3.3682578019038,4.27199038727948,1,2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,4.27199038727948,4.27199038727948,1,5.27354126772659,3.3682578019038,4.27199038727948,3.3682578019038,4.27199038727948,1,1,3.3682578019038,3.3682578019038
"25",5.27354126772659,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,6,1,2.17666389902929,2.17666389902929,5.27354126772659,3.3682578019038,1,4.27199038727948,2.17666389902929,4.27199038727948,1,3.3682578019038,1,1,3.3682578019038,4.27199038727948
"26",3.3682578019038,5.27354126772659,3.3682578019038,5.27354126772659,5.27354126772659,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,5.27354126772659,4.27199038727948,3.3682578019038,2.17666389902929,4.27199038727948,3.3682578019038,3.3682578019038,2.17666389902929,1
"27",2.17666389902929,4.27199038727948,3.3682578019038,3.3682578019038,4.27199038727948,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,5.27354126772659,3.3682578019038,2.17666389902929
"28",3.3682578019038,4.27199038727948,1,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,1,1,4.27199038727948,2.17666389902929,1,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929
"29",2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,1,2.17666389902929,4.27199038727948,3.3682578019038,3.3682578019038,3.3682578019038,1,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,3.3682578019038,3.3682578019038,3.3682578019038,4.27199038727948,2.17666389902929,4.27199038727948
"30",2.17666389902929,4.27199038727948,2.17666389902929,3.3682578019038,3.3682578019038,3.3682578019038,3.3682578019038,2.17666389902929,3.3682578019038,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,1,1,1,1,1,1,1,1
"31",4.27199038727948,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929
"32",3.3682578019038,5.27354126772659,4.27199038727948,5.27354126772659,5.27354126772659,5.27354126772659,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,4.27199038727948,1,4.27199038727948,1,2.17666389902929,4.27199038727948,5.27354126772659,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948
"33",4.27199038727948,5.27354126772659,1,3.3682578019038,1,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,1,3.3682578019038,1,1,3.3682578019038,2.17666389902929,1,1,3.3682578019038,3.3682578019038,3.3682578019038
"34",2.17666389902929,5.27354126772659,3.3682578019038,4.27199038727948,3.3682578019038,1,3.3682578019038,4.27199038727948,2.17666389902929,6,1,1,5.27354126772659,2.17666389902929,1,2.17666389902929,4.27199038727948,1,4.27199038727948,1,1
"35",4.27199038727948,4.27199038727948,1,4.27199038727948,2.17666389902929,5.27354126772659,3.3682578019038,3.3682578019038,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,6,1,5.27354126772659,2.17666389902929,4.27199038727948,4.27199038727948,6
"36",5.27354126772659,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,5.27354126772659,1,5.27354126772659,5.27354126772659,5.27354126772659,3.3682578019038,5.27354126772659,5.27354126772659,2.17666389902929
"37",4.27199038727948,6,1,3.3682578019038,1,3.3682578019038,6,2.17666389902929,1,3.3682578019038,1,1,6,1,5.27354126772659,2.17666389902929,5.27354126772659,1,2.17666389902929,2.17666389902929,1
"38",1,4.27199038727948,2.17666389902929,5.27354126772659,3.3682578019038,6,3.3682578019038,1,3.3682578019038,5.27354126772659,1,1,3.3682578019038,4.27199038727948,5.27354126772659,3.3682578019038,5.27354126772659,2.17666389902929,1,5.27354126772659,5.27354126772659
"39",2.17666389902929,3.3682578019038,3.3682578019038,5.27354126772659,3.3682578019038,3.3682578019038,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948,2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,6,5.27354126772659
"40",2.17666389902929,5.27354126772659,3.3682578019038,5.27354126772659,2.17666389902929,5.27354126772659,1,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929
"41",1,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,3.3682578019038,2.17666389902929,4.27199038727948,4.27199038727948,4.27199038727948,3.3682578019038,4.27199038727948,3.3682578019038,3.3682578019038,2.17666389902929,4.27199038727948,3.3682578019038
"42",5.27354126772659,5.27354126772659,1,5.27354126772659,1,3.3682578019038,4.27199038727948,3.3682578019038,2.17666389902929,5.27354126772659,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,1,4.27199038727948
"43",2.17666389902929,2.17666389902929,4.27199038727948,4.27199038727948,1,1,2.17666389902929,2.17666389902929,1,2.17666389902929,1,2.17666389902929,4.27199038727948,3.3682578019038,3.3682578019038,2.17666389902929,3.3682578019038,3.3682578019038,2.17666389902929,4.27199038727948,1
"44",2.17666389902929,2.17666389902929,1,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,1,2.17666389902929,5.27354126772659,1,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929
"45",5.27354126772659,5.27354126772659,3.3682578019038,5.27354126772659,5.27354126772659,5.27354126772659,3.3682578019038,3.3682578019038,5.27354126772659,5.27354126772659,1,2.17666389902929,5.27354126772659,3.3682578019038,5.27354126772659,3.3682578019038,5.27354126772659,2.17666389902929,3.3682578019038,4.27199038727948,3.3682578019038
"46",4.27199038727948,4.27199038727948,3.3682578019038,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,5.27354126772659,4.27199038727948,3.3682578019038,4.27199038727948,1,4.27199038727948,4.27199038727948,4.27199038727948,1,4.27199038727948,3.3682578019038,4.27199038727948
"47",3.3682578019038,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,5.27354126772659,2.17666389902929,5.27354126772659,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,2.17666389902929,5.27354126772659,3.3682578019038,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929
"48",4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,3.3682578019038,4.27199038727948,4.27199038727948,5.27354126772659,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,5.27354126772659,3.3682578019038,3.3682578019038,1,3.3682578019038,2.17666389902929,4.27199038727948
"49",2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,3.3682578019038,1,3.3682578019038,3.3682578019038,3.3682578019038,4.27199038727948,4.27199038727948,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948
"50",2.17666389902929,5.27354126772659,1,4.27199038727948,4.27199038727948,1,3.3682578019038,2.17666389902929,3.3682578019038,2.17666389902929,1,1,3.3682578019038,2.17666389902929,1,4.27199038727948,4.27199038727948,2.17666389902929,3.3682578019038,5.27354126772659,2.17666389902929
"51",2.17666389902929,4.27199038727948,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,3.3682578019038,1,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,5.27354126772659,2.17666389902929,4.27199038727948,1,1,2.17666389902929,2.17666389902929
"52",2.17666389902929,3.3682578019038,1,4.27199038727948,6,2.17666389902929,3.3682578019038,1,2.17666389902929,6,1,1,6,1,1,1,6,2.17666389902929,1,1,4.27199038727948
"53",2.17666389902929,5.27354126772659,1,4.27199038727948,2.17666389902929,4.27199038727948,4.27199038727948,2.17666389902929,5.27354126772659,1,3.3682578019038,3.3682578019038,5.27354126772659,3.3682578019038,5.27354126772659,4.27199038727948,4.27199038727948,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038
"54",4.27199038727948,5.27354126772659,4.27199038727948,6,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,2.17666389902929,1,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948,1,2.17666389902929,2.17666389902929,3.3682578019038
"55",3.3682578019038,5.27354126772659,1,2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,1,3.3682578019038,2.17666389902929,1,2.17666389902929,3.3682578019038,1,1,3.3682578019038,4.27199038727948
"56",4.27199038727948,5.27354126772659,2.17666389902929,5.27354126772659,4.27199038727948,5.27354126772659,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,1,4.27199038727948,2.17666389902929,6,1,3.3682578019038,2.17666389902929,3.3682578019038,5.27354126772659,5.27354126772659
"57",4.27199038727948,5.27354126772659,3.3682578019038,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948,3.3682578019038,2.17666389902929,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948
"58",2.17666389902929,4.27199038727948,4.27199038727948,3.3682578019038,3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929
"59",3.3682578019038,5.27354126772659,1,3.3682578019038,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,3.3682578019038,4.27199038727948,3.3682578019038,2.17666389902929,3.3682578019038,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,2.17666389902929
"60",5.27354126772659,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,4.27199038727948,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948,1,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,1,5.27354126772659,2.17666389902929,2.17666389902929,3.3682578019038,1
"61",3.3682578019038,4.27199038727948,1,5.27354126772659,5.27354126772659,4.27199038727948,1,1,2.17666389902929,1,1,2.17666389902929,4.27199038727948,1,2.17666389902929,1,3.3682578019038,1,4.27199038727948,1,2.17666389902929
"62",2.17666389902929,6,1,2.17666389902929,1,3.3682578019038,1,1,2.17666389902929,4.27199038727948,2.17666389902929,1,3.3682578019038,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,1,1,2.17666389902929,3.3682578019038
"63",1,5.27354126772659,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038
"64",3.3682578019038,6,2.17666389902929,4.27199038727948,3.3682578019038,2.17666389902929,4.27199038727948,1,1,5.27354126772659,2.17666389902929,1,2.17666389902929,1,3.3682578019038,1,5.27354126772659,1,3.3682578019038,1,3.3682578019038
"65",3.3682578019038,2.17666389902929,2.17666389902929,1,4.27199038727948,3.3682578019038,1,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,1,1,1,3.3682578019038,2.17666389902929,3.3682578019038,1,3.3682578019038,4.27199038727948,4.27199038727948
"66",2.17666389902929,3.3682578019038,1,1,1,2.17666389902929,2.17666389902929,1,2.17666389902929,4.27199038727948,1,1,2.17666389902929,1,6,1,1,1,1,3.3682578019038,2.17666389902929
"67",1,5.27354126772659,2.17666389902929,3.3682578019038,1,1,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,1,2.17666389902929,4.27199038727948,1,2.17666389902929,5.27354126772659,4.27199038727948,1,1,2.17666389902929,2.17666389902929
"68",3.3682578019038,4.27199038727948,3.3682578019038,3.3682578019038,1,4.27199038727948,2.17666389902929,3.3682578019038,1,3.3682578019038,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,4.27199038727948,1,3.3682578019038,3.3682578019038,4.27199038727948
"69",1,5.27354126772659,1,2.17666389902929,1,1,6,1,6,2.17666389902929,1,2.17666389902929,1,1,4.27199038727948,4.27199038727948,4.27199038727948,2.17666389902929,1,4.27199038727948,1
"70",3.3682578019038,6,1,5.27354126772659,2.17666389902929,4.27199038727948,4.27199038727948,2.17666389902929,4.27199038727948,5.27354126772659,5.27354126772659,1,4.27199038727948,2.17666389902929,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948
"71",2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,1,1,2.17666389902929,1,4.27199038727948,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,5.27354126772659,4.27199038727948
"72",3.3682578019038,5.27354126772659,4.27199038727948,4.27199038727948,2.17666389902929,3.3682578019038,4.27199038727948,3.3682578019038,4.27199038727948,3.3682578019038,3.3682578019038,2.17666389902929,4.27199038727948,4.27199038727948,4.27199038727948,4.27199038727948,5.27354126772659,3.3682578019038,2.17666389902929,4.27199038727948,4.27199038727948
"73",5.27354126772659,5.27354126772659,1,5.27354126772659,2.17666389902929,5.27354126772659,5.27354126772659,3.3682578019038,5.27354126772659,2.17666389902929,1,2.17666389902929,5.27354126772659,1,6,5.27354126772659,5.27354126772659,2.17666389902929,1,1,2.17666389902929
"74",2.17666389902929,4.27199038727948,1,3.3682578019038,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,3.3682578019038,2.17666389902929,2.17666389902929,4.27199038727948,1,4.27199038727948,5.27354126772659,5.27354126772659,1,1,3.3682578019038,2.17666389902929
"75",4.27199038727948,6,2.17666389902929,3.3682578019038,1,5.27354126772659,5.27354126772659,2.17666389902929,2.17666389902929,3.3682578019038,1,2.17666389902929,3.3682578019038,1,6,1,2.17666389902929,1,1,2.17666389902929,3.3682578019038
"76",2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,4.27199038727948,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,5.27354126772659
"77",2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,5.27354126772659,4.27199038727948,4.27199038727948,5.27354126772659,1,1,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,4.27199038727948,2.17666389902929,3.3682578019038,5.27354126772659,1
"78",3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,4.27199038727948,3.3682578019038,3.3682578019038,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038
"79",1,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,4.27199038727948,5.27354126772659,1,3.3682578019038,4.27199038727948,2.17666389902929,1,5.27354126772659,2.17666389902929,4.27199038727948,2.17666389902929,3.3682578019038,2.17666389902929,3.3682578019038,3.3682578019038,4.27199038727948
"80",4.27199038727948,5.27354126772659,3.3682578019038,4.27199038727948,4.27199038727948,5.27354126772659,5.27354126772659,3.3682578019038,2.17666389902929,4.27199038727948,3.3682578019038,4.27199038727948,5.27354126772659,4.27199038727948,5.27354126772659,3.3682578019038,5.27354126772659,3.3682578019038,3.3682578019038,4.27199038727948,3.3682578019038
"81",4.27199038727948,5.27354126772659,1,3.3682578019038,4.27199038727948,4.27199038727948,5.27354126772659,2.17666389902929,4.27199038727948,5.27354126772659,4.27199038727948,2.17666389902929,3.3682578019038,5.27354126772659,4.27199038727948,3.3682578019038,4.27199038727948,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038
"82",1,4.27199038727948,1,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,3.3682578019038,3.3682578019038
"83",1,4.27199038727948,1,5.27354126772659,2.17666389902929,1,1,2.17666389902929,1,3.3682578019038,1,2.17666389902929,5.27354126772659,1,4.27199038727948,2.17666389902929,2.17666389902929,3.3682578019038,1,3.3682578019038,3.3682578019038
"84",4.27199038727948,5.27354126772659,1,5.27354126772659,1,4.27199038727948,5.27354126772659,1,1,5.27354126772659,3.3682578019038,1,6,1,6,4.27199038727948,5.27354126772659,1,3.3682578019038,4.27199038727948,1
"85",3.3682578019038,5.27354126772659,1,1,2.17666389902929,1,2.17666389902929,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,1,2.17666389902929,4.27199038727948,5.27354126772659,3.3682578019038,5.27354126772659,1,1,1,1
"86",1,3.3682578019038,1,2.17666389902929,1,2.17666389902929,2.17666389902929,2.17666389902929,2.17666389902929,3.3682578019038,1,1,3.3682578019038,1,2.17666389902929,1,3.3682578019038,1,1,3.3682578019038,4.27199038727948
"87",2.17666389902929,1,2.17666389902929,1,4.27199038727948,1,4.27199038727948,3.3682578019038,5.27354126772659,2.17666389902929,1,2.17666389902929,1,2.17666389902929,1,2.17666389902929,4.27199038727948,2.17666389902929,5.27354126772659,4.27199038727948,2.17666389902929
"88",1,4.27199038727948,1,5.27354126772659,5.27354126772659,2.17666389902929,4.27199038727948,1,4.27199038727948,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,2.17666389902929,3.3682578019038,2.17666389902929,5.27354126772659,3.3682578019038,2.17666389902929,5.27354126772659,5.27354126772659
"89",3.3682578019038,5.27354126772659,2.17666389902929,5.27354126772659,4.27199038727948,4.27199038727948,5.27354126772659,2.17666389902929,2.17666389902929,4.27199038727948,3.3682578019038,4.27199038727948,4.27199038727948,3.3682578019038,5.27354126772659,3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,3.3682578019038
"90",3.3682578019038,1,1,4.27199038727948,3.3682578019038,6,4.27199038727948,4.27199038727948,2.17666389902929,5.27354126772659,5.27354126772659,2.17666389902929,5.27354126772659,5.27354126772659,5.27354126772659,2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,3.3682578019038,5.27354126772659
"91",3.3682578019038,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,4.27199038727948,5.27354126772659,2.17666389902929,3.3682578019038,5.27354126772659,3.3682578019038,1,5.27354126772659,4.27199038727948,3.3682578019038,4.27199038727948,4.27199038727948,1,3.3682578019038,3.3682578019038,5.27354126772659
"92",3.3682578019038,5.27354126772659,4.27199038727948,3.3682578019038,1,5.27354126772659,5.27354126772659,1,2.17666389902929,3.3682578019038,1,2.17666389902929,4.27199038727948,1,5.27354126772659,2.17666389902929,4.27199038727948,2.17666389902929,1,3.3682578019038,5.27354126772659
"93",2.17666389902929,5.27354126772659,2.17666389902929,2.17666389902929,5.27354126772659,4.27199038727948,1,1,1,3.3682578019038,1,1,2.17666389902929,1,4.27199038727948,1,1,1,1,1,1
"94",1,3.3682578019038,2.17666389902929,4.27199038727948,3.3682578019038,4.27199038727948,6,3.3682578019038,4.27199038727948,5.27354126772659,1,2.17666389902929,5.27354126772659,3.3682578019038,6,4.27199038727948,6,2.17666389902929,1,6,2.17666389902929
