sigma,sigma_std,synthetic_k,a_param,b_param,AA_type,analysis_k,rep,loss,NMI,MCC,BDM,Est. sigma
-3.68,0,5,2,10,OAA_hotstart,5,9,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,0,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,1,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,2,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,3,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,4,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,5,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,6,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,7,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,8,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_alternating,5,9,102919.4,0.580162896719977,0.927784437770382,0.007316979074359,0.045745313
-3.68,0,5,2,10,OAA_betareg,5,0,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,1,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,2,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,3,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,4,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,5,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,6,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,7,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,8,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_betareg,5,9,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,0,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,1,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,2,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,3,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,4,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,5,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,6,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,7,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,8,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,2,10,OAA_alternating_betareg,5,9,101215.805,0.589763136762551,0.935413612228544,0.027762855174771,0.036865093
-3.68,0,5,0.85,5,CAA_,5,0,47186.457,0.748365500826227,0.974999383173646,,
-3.68,0,5,0.85,5,CAA_,5,1,47417.12,0.724730951493534,0.94239817592075,,
-3.68,0,5,0.85,5,CAA_,5,2,50106.85,0.732990509109478,0.923208234996318,,
-3.68,0,5,0.85,5,CAA_,5,3,46842.258,0.738401383581529,0.971080174962018,,
-3.68,0,5,0.85,5,CAA_,5,4,46358,0.725745307563306,0.970546416200365,,
-3.68,0,5,0.85,5,CAA_,5,5,46188.914,0.730659602642484,0.977538302700067,,
-3.68,0,5,0.85,5,CAA_,5,6,46727.89,0.734529544583946,0.969303998525893,,
-3.68,0,5,0.85,5,CAA_,5,7,47731.91,0.723209920483028,0.917025467722963,,
-3.68,0,5,0.85,5,CAA_,5,8,48200.152,0.730057865528032,0.964595139505224,,
-3.68,0,5,0.85,5,CAA_,5,9,45982.598,0.733439581577627,0.976401802151087,,
-3.68,0,5,0.85,5,OAA_hotstart,5,0,131941.61,0.7432181413835,0.984856402818392,0.015390843872875,0.03999626
-3.68,0,5,0.85,5,OAA_hotstart,5,1,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,2,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,3,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,4,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,5,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,6,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,7,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,8,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_hotstart,5,9,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,0,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,1,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,2,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,3,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,4,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,5,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,6,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,7,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,8,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_alternating,5,9,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_betareg,5,0,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_betareg,5,1,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_betareg,5,2,131445.42,0.746236440506675,0.982928758383501,0.019715799675922,0.038540523
-3.68,0,5,0.85,5,OAA_betareg,5,3,131334.02,0.73792066453935,0.980401724299828,0.045809250904684,0.039905522
-3.68,0,5,0.85,5,OAA_betareg,5,4,130898.45,0.740981238525156,0.981566258839396,0.050651643772905,0.03787125
-3.68,0,5,0.85,5,OAA_betareg,5,5,130898.45,0.740981238525156,0.981566258839396,0.050651643772905,0.03787125
-3.68,0,5,0.85,5,OAA_betareg,5,6,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_betareg,5,7,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_betareg,5,8,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_betareg,5,9,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,0,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,1,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,2,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,3,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,4,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,5,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,6,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,7,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,8,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-3.68,0,5,0.85,5,OAA_alternating_betareg,5,9,130704.664,0.73267029683465,0.976159352794463,0.0538603754578,0.03765937
-2.25,0,5,1,10,CAA_,5,0,97193.14,0.68219492420301,0.898489494365877,,
-2.25,0,5,1,10,CAA_,5,1,91994.84,0.734384119720085,0.98913500723139,,
-2.25,0,5,1,10,CAA_,5,2,97014.914,0.675416293337231,0.896922509513666,,
-2.25,0,5,1,10,CAA_,5,3,92652.69,0.736424232963081,0.986729956755447,,
-2.25,0,5,1,10,CAA_,5,4,92048.13,0.729923749300115,0.98864318164356,,
-2.25,0,5,1,10,CAA_,5,5,92070.164,0.731982758707304,0.987541513316478,,
-2.25,0,5,1,10,CAA_,5,6,93144.64,0.728350378902167,0.985965190884157,,
-2.25,0,5,1,10,CAA_,5,7,97028.375,0.688886402732228,0.916385590596964,,
-2.25,0,5,1,10,CAA_,5,8,92014.67,0.732770023232398,0.988579422579353,,
-2.25,0,5,1,10,CAA_,5,9,92190.05,0.732354367850994,0.986219436216272,,
-2.25,0,5,1,10,OAA_hotstart,5,0,209292.53,0.741427156106422,0.991542039685744,0.031686195184707,0.07912111
-2.25,0,5,1,10,OAA_hotstart,5,1,209223.6,0.739955246373566,0.991607648739729,0.030948464798753,0.07902457
-2.25,0,5,1,10,OAA_hotstart,5,2,208858.95,0.741198868225669,0.991858820785601,0.02882363482983,0.07495217
-2.25,0,5,1,10,OAA_hotstart,5,3,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,4,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,5,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,6,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,7,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,8,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_hotstart,5,9,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,0,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,1,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,2,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,3,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,4,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,5,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,6,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,7,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,8,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_alternating,5,9,208250.47,0.736873366171751,0.990571449539823,0.019819385157354,0.069107175
-2.25,0,5,1,10,OAA_betareg,5,0,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,1,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,2,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,3,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,4,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,5,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,6,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,7,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,8,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_betareg,5,9,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,0,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,1,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,2,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,3,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,4,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,5,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,6,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,7,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,8,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.25,0,5,1,10,OAA_alternating_betareg,5,9,206039.94,0.712110980512414,0.986425318372852,0.023123580294159,0.051225297
-2.97,0,5,0.85,5,CAA_,5,0,58168.82,0.727257444609036,0.968788446664505,,
-2.97,0,5,0.85,5,CAA_,5,1,59133.51,0.74041679365558,0.964569969178993,,
-2.97,0,5,0.85,5,CAA_,5,2,57939.125,0.731358535806297,0.970806262174868,,
-2.97,0,5,0.85,5,CAA_,5,3,58331.918,0.718507935658496,0.941011314276678,,
-2.97,0,5,0.85,5,CAA_,5,4,59028.703,0.723149524276371,0.96017694483934,,
-2.97,0,5,0.85,5,CAA_,5,5,59953.438,0.71320233795442,0.939405079840863,,
-2.97,0,5,0.85,5,CAA_,5,6,60171.01,0.72274531807133,0.859309374476579,,
-2.97,0,5,0.85,5,CAA_,5,7,57617.727,0.722378998476193,0.975940528006078,,
-2.97,0,5,0.85,5,CAA_,5,8,59388.52,0.733093953525223,0.963307770983742,,
-2.97,0,5,0.85,5,CAA_,5,9,57514.586,0.724773621993399,0.977987353843656,,
-2.97,0,5,0.85,5,OAA_hotstart,5,0,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,1,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,2,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,3,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,4,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,5,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,6,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,7,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,8,155874.7,0.724771004564997,0.983967077733583,0.015765069129625,0.046036605
-2.97,0,5,0.85,5,OAA_hotstart,5,9,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,0,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,1,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,2,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,3,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,4,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,5,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,6,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,7,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,8,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_alternating,5,9,155536.28,0.721138177922759,0.982111817356054,0.017947981967053,0.045408234
-2.97,0,5,0.85,5,OAA_betareg,5,0,155122.2,0.721384042770355,0.980388414213618,0.049282370273393,0.044282064
-2.97,0,5,0.85,5,OAA_betareg,5,1,154646.78,0.726911955797708,0.97970002778127,0.049606462093017,0.04268576
-2.97,0,5,0.85,5,OAA_betareg,5,2,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,3,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,4,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,5,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,6,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,7,154473.81,0.715155906625989,0.979650948637929,0.050025762431913,0.04419449
-2.97,0,5,0.85,5,OAA_betareg,5,8,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_betareg,5,9,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,0,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,1,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,2,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,3,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,4,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,5,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,6,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,7,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,8,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-2.97,0,5,0.85,5,OAA_alternating_betareg,5,9,154452.75,0.722692942609424,0.979975067010347,0.056053569099444,0.042048533
-1.82,0,5,1,10,CAA_,5,0,159611.61,0.644218061805729,0.984885198501603,,
-1.82,0,5,1,10,CAA_,5,1,159521.58,0.645739915602869,0.984477739456124,,
-1.82,0,5,1,10,CAA_,5,2,162670.8,0.625043852766948,0.957479200924329,,
-1.82,0,5,1,10,CAA_,5,3,161901.08,0.626959838291289,0.965885582038373,,
-1.82,0,5,1,10,CAA_,5,4,159265.12,0.645265034733873,0.987984362263372,,
-1.82,0,5,1,10,CAA_,5,5,161482.81,0.644791799350704,0.964791149824623,,
-1.82,0,5,1,10,CAA_,5,6,159609.08,0.650497637270841,0.980526142000333,,
-1.82,0,5,1,10,CAA_,5,7,162198.12,0.647966233198156,0.967085265401488,,
-1.82,0,5,1,10,CAA_,5,8,159214.95,0.651303373450042,0.989478083632329,,
-1.82,0,5,1,10,CAA_,5,9,160931.2,0.646274023579817,0.969296483380841,,
-1.82,0,5,1,10,OAA_hotstart,5,0,262128.45,0.650157819631792,0.991169338429652,0.023831436925438,0.08408937
-1.82,0,5,1,10,OAA_hotstart,5,1,262128.45,0.650157819631792,0.991169338429652,0.023831436925438,0.08408937
-1.82,0,5,1,10,OAA_hotstart,5,2,262018.11,0.651889744785664,0.99201778728396,0.023051333710393,0.08334496
-1.82,0,5,1,10,OAA_hotstart,5,3,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,4,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,5,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,6,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,7,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,8,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_hotstart,5,9,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,0,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,1,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,2,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,3,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,4,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,5,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,6,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,7,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,8,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_alternating,5,9,261498.1,0.643532135786038,0.99052463421661,0.021936944469397,0.07558421
-1.82,0,5,1,10,OAA_betareg,5,0,261034.9,0.62965976343376,0.986873345001691,0.017177656633076,0.08427967
-1.82,0,5,1,10,OAA_betareg,5,1,261034.9,0.62965976343376,0.986873345001691,0.017177656633076,0.08427967
-1.82,0,5,1,10,OAA_betareg,5,2,260829.77,0.625457071476678,0.986361952490115,0.019237604852396,0.07860981
-1.82,0,5,1,10,OAA_betareg,5,3,260829.77,0.625457071476678,0.986361952490115,0.019237604852396,0.07860981
-1.82,0,5,1,10,OAA_betareg,5,4,260829.77,0.625457071476678,0.986361952490115,0.019237604852396,0.07860981
-1.82,0,5,1,10,OAA_betareg,5,5,260829.77,0.625457071476678,0.986361952490115,0.019237604852396,0.07860981
-1.82,0,5,1,10,OAA_betareg,5,6,260829.77,0.625457071476678,0.986361952490115,0.019237604852396,0.07860981
